starting job
Sun Dec  7 20:08:08 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.65.06              Driver Version: 580.65.06      CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA H100 80GB HBM3          On  |   00000000:06:00.0 Off |                   On |
| N/A   22C    P0             66W /  700W |     101MiB /  81559MiB |     N/A      Default |
|                                         |                        |              Enabled |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| MIG devices:                                                                            |
+------------------+----------------------------------+-----------+-----------------------+
| GPU  GI  CI  MIG |              Shared Memory-Usage |        Vol|        Shared         |
|      ID  ID  Dev |                Shared BAR1-Usage | SM     Unc| CE ENC  DEC  OFA  JPG |
|                  |                                  |        ECC|                       |
|==================+==================================+===========+=======================|
|  0    9   0   0  |              15MiB /  9984MiB    | 16      0 |  1   0    1    0    1 |
|                  |               0MiB /  6185MiB    |           |                       |
+------------------+----------------------------------+-----------+-----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Running seed 19
Gym has been unmaintained since 2022 and does not support NumPy 2.0 amongst other critical functionality.
Please upgrade to Gymnasium, the maintained drop-in replacement of Gym, or contact the authors of your software and request that they upgrade.
Users of this version of Gym should be able to simply replace 'import gym' with 'import gymnasium as gym' in the vast majority of cases.
See the migration guide at https://gymnasium.farama.org/introduction/migration_guide/ for additional information.
Seed 19 | Episode 0 | Reward -300.00 | Epsilon 0.9987
Seed 19 | Episode 41 | Reward -300.00 | Epsilon 0.6906
Seed 19 | Episode 42 | Reward -300.00 | Epsilon 0.6844
Seed 19 | Episode 43 | Reward -300.00 | Epsilon 0.6782
Seed 19 | Episode 44 | Reward -300.00 | Epsilon 0.6722
Seed 19 | Episode 45 | Reward -300.00 | Epsilon 0.6661
Seed 19 | Episode 46 | Reward -300.00 | Epsilon 0.6602
Seed 19 | Episode 47 | Reward -300.00 | Epsilon 0.6542
Seed 19 | Episode 48 | Reward -300.00 | Epsilon 0.6484
Seed 19 | Episode 49 | Reward -300.00 | Epsilon 0.6426
Seed 19 | Episode 50 | Reward -300.00 | Epsilon 0.6368
Seed 19 | Episode 51 | Reward -300.00 | Epsilon 0.6311
Seed 19 | Episode 52 | Reward -300.00 | Epsilon 0.6255
Seed 19 | Episode 53 | Reward -300.00 | Epsilon 0.6199
Seed 19 | Episode 54 | Reward -300.00 | Epsilon 0.6143
Seed 19 | Episode 55 | Reward -300.00 | Epsilon 0.6088
Seed 19 | Episode 56 | Reward -300.00 | Epsilon 0.6033
Seed 19 | Episode 57 | Reward -300.00 | Epsilon 0.5979
Seed 19 | Episode 58 | Reward -300.00 | Epsilon 0.5926
Seed 19 | Episode 59 | Reward -300.00 | Epsilon 0.5873
Seed 19 | Episode 60 | Reward -300.00 | Epsilon 0.5820
Seed 19 | Episode 61 | Reward -300.00 | Epsilon 0.5768
Seed 19 | Episode 62 | Reward -300.00 | Epsilon 0.5716
Seed 19 | Episode 63 | Reward -300.00 | Epsilon 0.5665
Seed 19 | Episode 64 | Reward -300.00 | Epsilon 0.5614
Seed 19 | Episode 65 | Reward -300.00 | Epsilon 0.5564
Seed 19 | Episode 66 | Reward -300.00 | Epsilon 0.5514
Seed 19 | Episode 67 | Reward -300.00 | Epsilon 0.5465
Seed 19 | Episode 68 | Reward -300.00 | Epsilon 0.5416
Seed 19 | Episode 69 | Reward -300.00 | Epsilon 0.5367
Seed 19 | Episode 70 | Reward -300.00 | Epsilon 0.5319
Seed 19 | Episode 71 | Reward -300.00 | Epsilon 0.5272
Seed 19 | Episode 72 | Reward -300.00 | Epsilon 0.5224
Seed 19 | Episode 73 | Reward -300.00 | Epsilon 0.5177
Seed 19 | Episode 74 | Reward -300.00 | Epsilon 0.5131
Seed 19 | Episode 75 | Reward 41.00 | Epsilon 0.5122
Seed 19 | Episode 76 | Reward -300.00 | Epsilon 0.5076
Seed 19 | Episode 77 | Reward -300.00 | Epsilon 0.5030
Seed 19 | Episode 78 | Reward -300.00 | Epsilon 0.4985
Seed 19 | Episode 79 | Reward -300.00 | Epsilon 0.4941
Seed 19 | Episode 80 | Reward -300.00 | Epsilon 0.4896
Seed 19 | Episode 81 | Reward -300.00 | Epsilon 0.4853
Seed 19 | Episode 82 | Reward -300.00 | Epsilon 0.4809
Seed 19 | Episode 83 | Reward -71.00 | Epsilon 0.4784
Seed 19 | Episode 84 | Reward -300.00 | Epsilon 0.4742
Seed 19 | Episode 85 | Reward -300.00 | Epsilon 0.4699
Seed 19 | Episode 86 | Reward -300.00 | Epsilon 0.4657
Seed 19 | Episode 87 | Reward -300.00 | Epsilon 0.4615
Seed 19 | Episode 88 | Reward -300.00 | Epsilon 0.4574
Seed 19 | Episode 89 | Reward -300.00 | Epsilon 0.4533
Seed 19 | Episode 90 | Reward -300.00 | Epsilon 0.4492
Seed 19 | Episode 91 | Reward -300.00 | Epsilon 0.4452
Seed 19 | Episode 92 | Reward -300.00 | Epsilon 0.4412
Seed 19 | Episode 93 | Reward -300.00 | Epsilon 0.4373
Seed 19 | Episode 94 | Reward -21.00 | Epsilon 0.4357
Seed 19 | Episode 95 | Reward -300.00 | Epsilon 0.4318
Seed 19 | Episode 96 | Reward 39.00 | Epsilon 0.4310
Seed 19 | Episode 97 | Reward -300.00 | Epsilon 0.4271
Seed 19 | Episode 98 | Reward -300.00 | Epsilon 0.4233
Seed 19 | Episode 99 | Reward -300.00 | Epsilon 0.4195
Seed 19 | Episode 100 | Reward -300.00 | Epsilon 0.4157
Seed 19 | Episode 101 | Reward -300.00 | Epsilon 0.4120
Seed 19 | Episode 102 | Reward -300.00 | Epsilon 0.4083
Seed 19 | Episode 103 | Reward -300.00 | Epsilon 0.4046
Seed 19 | Episode 104 | Reward -300.00 | Epsilon 0.4010
Seed 19 | Episode 105 | Reward -300.00 | Epsilon 0.3974
Seed 19 | Episode 106 | Reward -133.00 | Epsilon 0.3946
Seed 19 | Episode 107 | Reward -300.00 | Epsilon 0.3911
Seed 19 | Episode 108 | Reward -300.00 | Epsilon 0.3876
Seed 19 | Episode 109 | Reward -300.00 | Epsilon 0.3841
Seed 19 | Episode 110 | Reward -300.00 | Epsilon 0.3807
Seed 19 | Episode 111 | Reward -300.00 | Epsilon 0.3773
Seed 19 | Episode 112 | Reward -150.00 | Epsilon 0.3744
Seed 19 | Episode 113 | Reward -300.00 | Epsilon 0.3711
Seed 19 | Episode 114 | Reward -300.00 | Epsilon 0.3678
Seed 19 | Episode 115 | Reward -117.00 | Epsilon 0.3654
Seed 19 | Episode 116 | Reward -300.00 | Epsilon 0.3621
Seed 19 | Episode 117 | Reward -300.00 | Epsilon 0.3589
Seed 19 | Episode 118 | Reward -300.00 | Epsilon 0.3556
Seed 19 | Episode 119 | Reward -300.00 | Epsilon 0.3525
Seed 19 | Episode 120 | Reward -300.00 | Epsilon 0.3493
Seed 19 | Episode 121 | Reward -300.00 | Epsilon 0.3462
Seed 19 | Episode 122 | Reward -300.00 | Epsilon 0.3431
Seed 19 | Episode 123 | Reward -300.00 | Epsilon 0.3400
Seed 19 | Episode 124 | Reward 18.00 | Epsilon 0.3391
Seed 19 | Episode 125 | Reward -300.00 | Epsilon 0.3361
Seed 19 | Episode 126 | Reward -300.00 | Epsilon 0.3331
Seed 19 | Episode 127 | Reward -300.00 | Epsilon 0.3301
Seed 19 | Episode 128 | Reward -300.00 | Epsilon 0.3271
Seed 19 | Episode 129 | Reward -300.00 | Epsilon 0.3242
Seed 19 | Episode 130 | Reward -300.00 | Epsilon 0.3213
Seed 19 | Episode 131 | Reward -300.00 | Epsilon 0.3184
Seed 19 | Episode 132 | Reward -74.00 | Epsilon 0.3168
Seed 19 | Episode 133 | Reward -300.00 | Epsilon 0.3139
Seed 19 | Episode 134 | Reward -300.00 | Epsilon 0.3111
Seed 19 | Episode 135 | Reward -300.00 | Epsilon 0.3083
Seed 19 | Episode 136 | Reward -300.00 | Epsilon 0.3056
Seed 19 | Episode 137 | Reward -300.00 | Epsilon 0.3028
Seed 19 | Episode 138 | Reward -300.00 | Epsilon 0.3001
Seed 19 | Episode 139 | Reward -67.00 | Epsilon 0.2986
Seed 19 | Episode 140 | Reward -300.00 | Epsilon 0.2959
Seed 19 | Episode 141 | Reward -300.00 | Epsilon 0.2933
Seed 19 | Episode 142 | Reward -300.00 | Epsilon 0.2907
Seed 19 | Episode 143 | Reward -300.00 | Epsilon 0.2880
Seed 19 | Episode 144 | Reward -300.00 | Epsilon 0.2855
Seed 19 | Episode 145 | Reward -300.00 | Epsilon 0.2829
Seed 19 | Episode 146 | Reward -300.00 | Epsilon 0.2804
Seed 19 | Episode 147 | Reward -300.00 | Epsilon 0.2779
Seed 19 | Episode 148 | Reward -300.00 | Epsilon 0.2754
Seed 19 | Episode 149 | Reward -300.00 | Epsilon 0.2729
Seed 19 | Episode 150 | Reward 33.00 | Epsilon 0.2723
Seed 19 | Episode 151 | Reward -300.00 | Epsilon 0.2699
Seed 19 | Episode 152 | Reward -300.00 | Epsilon 0.2675
Seed 19 | Episode 153 | Reward 50.00 | Epsilon 0.2671
Seed 19 | Episode 154 | Reward -300.00 | Epsilon 0.2647
Seed 19 | Episode 155 | Reward -300.00 | Epsilon 0.2623
Seed 19 | Episode 156 | Reward -300.00 | Epsilon 0.2600
Seed 19 | Episode 157 | Reward -300.00 | Epsilon 0.2576
Seed 19 | Episode 158 | Reward -34.00 | Epsilon 0.2566
Seed 19 | Episode 159 | Reward -300.00 | Epsilon 0.2543
Seed 19 | Episode 160 | Reward -300.00 | Epsilon 0.2520
Seed 19 | Episode 161 | Reward -300.00 | Epsilon 0.2498
Seed 19 | Episode 162 | Reward -300.00 | Epsilon 0.2475
Seed 19 | Episode 163 | Reward -113.00 | Epsilon 0.2459
Seed 19 | Episode 164 | Reward -300.00 | Epsilon 0.2437
Seed 19 | Episode 165 | Reward -158.00 | Epsilon 0.2418
Seed 19 | Episode 166 | Reward -48.00 | Epsilon 0.2408
Seed 19 | Episode 167 | Reward -29.00 | Epsilon 0.2398
Seed 19 | Episode 168 | Reward 40.00 | Epsilon 0.2394
Seed 19 | Episode 169 | Reward -300.00 | Epsilon 0.2372
Seed 19 | Episode 170 | Reward -38.00 | Epsilon 0.2363
Seed 19 | Episode 171 | Reward -300.00 | Epsilon 0.2341
Seed 19 | Episode 172 | Reward -66.00 | Epsilon 0.2330
Seed 19 | Episode 173 | Reward -300.00 | Epsilon 0.2309
Seed 19 | Episode 174 | Reward -35.00 | Epsilon 0.2299
Seed 19 | Episode 175 | Reward 8.00 | Epsilon 0.2293
Seed 19 | Episode 176 | Reward -300.00 | Epsilon 0.2273
Seed 19 | Episode 177 | Reward 50.00 | Epsilon 0.2269
Seed 19 | Episode 178 | Reward -140.00 | Epsilon 0.2253
Seed 19 | Episode 179 | Reward -300.00 | Epsilon 0.2233
Seed 19 | Episode 180 | Reward 56.00 | Epsilon 0.2230
Seed 19 | Episode 181 | Reward -300.00 | Epsilon 0.2210
Seed 19 | Episode 182 | Reward -96.00 | Epsilon 0.2197
Seed 19 | Episode 183 | Reward 19.00 | Epsilon 0.2191
Seed 19 | Episode 184 | Reward 58.00 | Epsilon 0.2188
Seed 19 | Episode 185 | Reward 35.00 | Epsilon 0.2184
Seed 19 | Episode 186 | Reward -41.00 | Epsilon 0.2175
Seed 19 | Episode 187 | Reward -101.00 | Epsilon 0.2162
Seed 19 | Episode 188 | Reward -153.00 | Epsilon 0.2145
Seed 19 | Episode 189 | Reward 31.00 | Epsilon 0.2141
Seed 19 | Episode 190 | Reward -46.00 | Epsilon 0.2131
Seed 19 | Episode 191 | Reward -35.00 | Epsilon 0.2123
Seed 19 | Episode 192 | Reward 23.00 | Epsilon 0.2118
Seed 19 | Episode 193 | Reward 31.00 | Epsilon 0.2113
Seed 19 | Episode 194 | Reward 43.00 | Epsilon 0.2109
Seed 19 | Episode 195 | Reward -100.00 | Epsilon 0.2097
Seed 19 | Episode 196 | Reward 60.00 | Epsilon 0.2094
Seed 19 | Episode 197 | Reward -19.00 | Epsilon 0.2087
Seed 19 | Episode 198 | Reward 36.00 | Epsilon 0.2083
Seed 19 | Episode 199 | Reward 55.00 | Epsilon 0.2080
Seed 19 | Episode 200 | Reward 52.00 | Epsilon 0.2077
Seed 19 | Episode 201 | Reward 50.00 | Epsilon 0.2074
Seed 19 | Episode 202 | Reward 12.00 | Epsilon 0.2068
Seed 19 | Episode 203 | Reward 56.00 | Epsilon 0.2065
Seed 19 | Episode 204 | Reward 58.00 | Epsilon 0.2063
Seed 19 | Episode 205 | Reward 45.00 | Epsilon 0.2059
Seed 19 | Episode 206 | Reward -18.00 | Epsilon 0.2052
Seed 19 | Episode 207 | Reward 56.00 | Epsilon 0.2049
Seed 19 | Episode 208 | Reward 51.00 | Epsilon 0.2046
Seed 19 | Episode 209 | Reward 57.00 | Epsilon 0.2043
Seed 19 | Episode 210 | Reward 24.00 | Epsilon 0.2038
Seed 19 | Episode 211 | Reward 28.00 | Epsilon 0.2034
Seed 19 | Episode 212 | Reward 12.00 | Epsilon 0.2029
Seed 19 | Episode 213 | Reward 57.00 | Epsilon 0.2026
Seed 19 | Episode 214 | Reward 51.00 | Epsilon 0.2023
Seed 19 | Episode 215 | Reward 46.00 | Epsilon 0.2020
Seed 19 | Episode 216 | Reward -18.00 | Epsilon 0.2012
Seed 19 | Episode 217 | Reward 62.00 | Epsilon 0.2010
Seed 19 | Episode 218 | Reward 59.00 | Epsilon 0.2007
Seed 19 | Episode 219 | Reward 33.00 | Epsilon 0.2003
Seed 19 | Episode 220 | Reward 47.00 | Epsilon 0.2000
Seed 19 | Episode 221 | Reward 54.00 | Epsilon 0.1997
Seed 19 | Episode 222 | Reward 49.00 | Epsilon 0.1994
Seed 19 | Episode 223 | Reward -4.00 | Epsilon 0.1988
Seed 19 | Episode 224 | Reward -1.00 | Epsilon 0.1982
Seed 19 | Episode 225 | Reward 59.00 | Epsilon 0.1979
Seed 19 | Episode 226 | Reward 58.00 | Epsilon 0.1977
Seed 19 | Episode 227 | Reward 58.00 | Epsilon 0.1974
Seed 19 | Episode 228 | Reward 24.00 | Epsilon 0.1970
Seed 19 | Episode 229 | Reward 45.00 | Epsilon 0.1966
Seed 19 | Episode 230 | Reward 59.00 | Epsilon 0.1964
Seed 19 | Episode 231 | Reward 45.00 | Epsilon 0.1961
Seed 19 | Episode 232 | Reward 41.00 | Epsilon 0.1957
Seed 19 | Episode 233 | Reward 53.00 | Epsilon 0.1954
Seed 19 | Episode 234 | Reward 57.00 | Epsilon 0.1952
Seed 19 | Episode 235 | Reward 43.00 | Epsilon 0.1948
Seed 19 | Episode 236 | Reward -4.00 | Epsilon 0.1942
Seed 19 | Episode 237 | Reward 51.00 | Epsilon 0.1939
Seed 19 | Episode 238 | Reward 30.00 | Epsilon 0.1935
Seed 19 | Episode 239 | Reward 20.00 | Epsilon 0.1930
Seed 19 | Episode 240 | Reward 45.00 | Epsilon 0.1927
Seed 19 | Episode 241 | Reward 54.00 | Epsilon 0.1924
Seed 19 | Episode 242 | Reward 36.00 | Epsilon 0.1921
Seed 19 | Episode 243 | Reward -27.00 | Epsilon 0.1913
Seed 19 | Episode 244 | Reward 61.00 | Epsilon 0.1911
Seed 19 | Episode 245 | Reward 53.00 | Epsilon 0.1908
Seed 19 | Episode 246 | Reward 55.00 | Epsilon 0.1906
Seed 19 | Episode 247 | Reward 59.00 | Epsilon 0.1903
Seed 19 | Episode 248 | Reward 45.00 | Epsilon 0.1900
Seed 19 | Episode 249 | Reward -9.00 | Epsilon 0.1894
Seed 19 | Episode 250 | Reward 44.00 | Epsilon 0.1891
Seed 19 | Episode 251 | Reward 52.00 | Epsilon 0.1888
Seed 19 | Episode 252 | Reward 49.00 | Epsilon 0.1885
Seed 19 | Episode 253 | Reward 57.00 | Epsilon 0.1882
Seed 19 | Episode 254 | Reward 58.00 | Epsilon 0.1880
Seed 19 | Episode 255 | Reward 51.00 | Epsilon 0.1877
Seed 19 | Episode 256 | Reward 54.00 | Epsilon 0.1875
Seed 19 | Episode 257 | Reward 46.00 | Epsilon 0.1871
Seed 19 | Episode 258 | Reward 48.00 | Epsilon 0.1868
Seed 19 | Episode 259 | Reward 51.00 | Epsilon 0.1866
Seed 19 | Episode 260 | Reward 55.00 | Epsilon 0.1863
Seed 19 | Episode 261 | Reward 65.00 | Epsilon 0.1861
Seed 19 | Episode 262 | Reward 43.00 | Epsilon 0.1858
Seed 19 | Episode 263 | Reward 48.00 | Epsilon 0.1855
Seed 19 | Episode 264 | Reward 55.00 | Epsilon 0.1852
Seed 19 | Episode 265 | Reward 50.00 | Epsilon 0.1849
Seed 19 | Episode 266 | Reward 42.00 | Epsilon 0.1846
Seed 19 | Episode 267 | Reward 60.00 | Epsilon 0.1844
Seed 19 | Episode 268 | Reward 51.00 | Epsilon 0.1841
Seed 19 | Episode 269 | Reward 45.00 | Epsilon 0.1838
Seed 19 | Episode 270 | Reward 48.00 | Epsilon 0.1835
Seed 19 | Episode 271 | Reward 62.00 | Epsilon 0.1833
Seed 19 | Episode 272 | Reward 46.00 | Epsilon 0.1830
Seed 19 | Episode 273 | Reward 51.00 | Epsilon 0.1827
Seed 19 | Episode 274 | Reward 49.00 | Epsilon 0.1824
Seed 19 | Episode 275 | Reward 48.00 | Epsilon 0.1822
Seed 19 | Episode 276 | Reward 54.00 | Epsilon 0.1819
Seed 19 | Episode 277 | Reward 38.00 | Epsilon 0.1816
Seed 19 | Episode 278 | Reward 45.00 | Epsilon 0.1812
Seed 19 | Episode 279 | Reward 57.00 | Epsilon 0.1810
Seed 19 | Episode 280 | Reward 54.00 | Epsilon 0.1808
Seed 19 | Episode 281 | Reward 35.00 | Epsilon 0.1804
Seed 19 | Episode 282 | Reward 49.00 | Epsilon 0.1801
Seed 19 | Episode 283 | Reward 48.00 | Epsilon 0.1798
Seed 19 | Episode 284 | Reward 46.00 | Epsilon 0.1795
Seed 19 | Episode 285 | Reward 53.00 | Epsilon 0.1793
Seed 19 | Episode 286 | Reward 57.00 | Epsilon 0.1790
Seed 19 | Episode 287 | Reward 42.00 | Epsilon 0.1787
Seed 19 | Episode 288 | Reward 41.00 | Epsilon 0.1784
Seed 19 | Episode 289 | Reward 49.00 | Epsilon 0.1781
Seed 19 | Episode 290 | Reward 48.00 | Epsilon 0.1778
Seed 19 | Episode 291 | Reward 57.00 | Epsilon 0.1776
Seed 19 | Episode 292 | Reward 42.00 | Epsilon 0.1773
Seed 19 | Episode 293 | Reward 56.00 | Epsilon 0.1770
Seed 19 | Episode 294 | Reward 59.00 | Epsilon 0.1768
Seed 19 | Episode 295 | Reward 48.00 | Epsilon 0.1765
Seed 19 | Episode 296 | Reward 56.00 | Epsilon 0.1763
Seed 19 | Episode 297 | Reward 36.00 | Epsilon 0.1760
Seed 19 | Episode 298 | Reward 47.00 | Epsilon 0.1757
Seed 19 | Episode 299 | Reward 41.00 | Epsilon 0.1754
Seed 19 | Episode 300 | Reward 40.00 | Epsilon 0.1750
Seed 19 | Episode 301 | Reward 47.00 | Epsilon 0.1748
Seed 19 | Episode 302 | Reward 60.00 | Epsilon 0.1745
Seed 19 | Episode 303 | Reward 51.00 | Epsilon 0.1743
Seed 19 | Episode 304 | Reward 57.00 | Epsilon 0.1741
Seed 19 | Episode 305 | Reward 49.00 | Epsilon 0.1738
Seed 19 | Episode 306 | Reward 42.00 | Epsilon 0.1735
Seed 19 | Episode 307 | Reward 43.00 | Epsilon 0.1732
Seed 19 | Episode 308 | Reward 52.00 | Epsilon 0.1729
Seed 19 | Episode 309 | Reward 51.00 | Epsilon 0.1727
Seed 19 | Episode 310 | Reward 41.00 | Epsilon 0.1723
Seed 19 | Episode 311 | Reward 51.00 | Epsilon 0.1721
Seed 19 | Episode 312 | Reward 47.00 | Epsilon 0.1718
Seed 19 | Episode 313 | Reward 43.00 | Epsilon 0.1715
Seed 19 | Episode 314 | Reward 46.00 | Epsilon 0.1712
Seed 19 | Episode 315 | Reward 46.00 | Epsilon 0.1709
Seed 19 | Episode 316 | Reward 53.00 | Epsilon 0.1707
Seed 19 | Episode 317 | Reward 52.00 | Epsilon 0.1705
Seed 19 | Episode 318 | Reward 58.00 | Epsilon 0.1702
Seed 19 | Episode 319 | Reward 56.00 | Epsilon 0.1700
Seed 19 | Episode 320 | Reward 52.00 | Epsilon 0.1698
Seed 19 | Episode 321 | Reward 44.00 | Epsilon 0.1695
Seed 19 | Episode 322 | Reward 52.00 | Epsilon 0.1692
Seed 19 | Episode 323 | Reward 46.00 | Epsilon 0.1689
Seed 19 | Episode 324 | Reward 43.00 | Epsilon 0.1686
Seed 19 | Episode 325 | Reward 51.00 | Epsilon 0.1684
Seed 19 | Episode 326 | Reward 50.00 | Epsilon 0.1681
Seed 19 | Episode 327 | Reward 59.00 | Epsilon 0.1679
Seed 19 | Episode 328 | Reward 41.00 | Epsilon 0.1676
Seed 19 | Episode 329 | Reward 41.00 | Epsilon 0.1673
Seed 19 | Episode 330 | Reward 54.00 | Epsilon 0.1671
Seed 19 | Episode 331 | Reward 43.00 | Epsilon 0.1668
Seed 19 | Episode 332 | Reward 39.00 | Epsilon 0.1665
Seed 19 | Episode 333 | Reward 43.00 | Epsilon 0.1662
Seed 19 | Episode 334 | Reward 38.00 | Epsilon 0.1659
Seed 19 | Episode 335 | Reward 52.00 | Epsilon 0.1656
Seed 19 | Episode 336 | Reward 53.00 | Epsilon 0.1654
Seed 19 | Episode 337 | Reward 52.00 | Epsilon 0.1652
Seed 19 | Episode 338 | Reward 44.00 | Epsilon 0.1649
Seed 19 | Episode 339 | Reward 43.00 | Epsilon 0.1646
Seed 19 | Episode 340 | Reward 51.00 | Epsilon 0.1643
Seed 19 | Episode 341 | Reward 46.00 | Epsilon 0.1641
Seed 19 | Episode 342 | Reward 54.00 | Epsilon 0.1638
Seed 19 | Episode 343 | Reward 62.00 | Epsilon 0.1636
Seed 19 | Episode 344 | Reward 29.00 | Epsilon 0.1633
Seed 19 | Episode 345 | Reward 55.00 | Epsilon 0.1631
Seed 19 | Episode 346 | Reward 62.00 | Epsilon 0.1629
Seed 19 | Episode 347 | Reward 54.00 | Epsilon 0.1626
Seed 19 | Episode 348 | Reward 62.00 | Epsilon 0.1625
Seed 19 | Episode 349 | Reward 47.00 | Epsilon 0.1622
Seed 19 | Episode 350 | Reward 48.00 | Epsilon 0.1619
Seed 19 | Episode 351 | Reward 57.00 | Epsilon 0.1617
Seed 19 | Episode 352 | Reward 51.00 | Epsilon 0.1615
Seed 19 | Episode 353 | Reward 48.00 | Epsilon 0.1612
Seed 19 | Episode 354 | Reward 57.00 | Epsilon 0.1610
Seed 19 | Episode 355 | Reward 53.00 | Epsilon 0.1608
